property_id,property_type,purpose,city,locality,location,price,price_bin,area_marla,area_sqft,bedrooms,baths,latitude,longitude,date_added,agent_id,agent
PROP-1280,Lower Portion,For Rent,Islamabad,"Simly Dam Road, Islamabad, Islamabad Capital",Simly Dam Road,50000,High,20.0,5445.02,4,4,33.714845000000004,73.23871199999999,12-06-2018,AG-06,Hina Shaikh
PROP-1281,Flat,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,17000,Low,2.0,544.5,2,2,33.631701,72.92139499999999,01-05-2019,AG-05,Usman Tariq
PROP-1282,Upper Portion,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,85000,Very High,20.0,5445.02,4,4,33.690353,73.010416,05-05-2019,AG-05,Usman Tariq
PROP-1283,House,For Sale,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",Soan Garden,7600000,Low,6.7,1824.08,2,2,33.554271,73.155599,06-26-2019,AG-06,Hina Shaikh
PROP-1284,House,For Sale,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,90000000,Very High,26.0,7078.53,5,5,33.691531,73.005431,07-01-2019,AG-04,Ayesha Farooq
PROP-1285,House,For Rent,Islamabad,"G-6, Islamabad, Islamabad Capital",G-6,300000,Very High,26.0,7078.53,9,10,33.720592,73.089466,09-07-2018,AG-06,Hina Shaikh
PROP-1286,Lower Portion,For Rent,Islamabad,"G-6, Islamabad, Islamabad Capital",G-6,80000,Very High,20.0,5445.02,3,2,33.712738,73.092127,06-27-2019,AG-04,Ayesha Farooq
PROP-1287,House,For Sale,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,26500000,High,7.0,1905.76,5,4,33.663818,72.99526,06-27-2019,AG-04,Ayesha Farooq
PROP-1288,Lower Portion,For Rent,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,15000,Low,4.0,1089.0,2,2,33.619337,73.125315,06-20-2019,AG-04,Ayesha Farooq
PROP-1289,House,For Sale,Islamabad,"G-8, Islamabad, Islamabad Capital",G-8,26500000,High,5.0,1361.25,0,0,33.698065,73.044612,01-05-2019,AG-06,Hina Shaikh
PROP-1290,Upper Portion,For Rent,Islamabad,"D-12, Islamabad, Islamabad Capital",D-12,85000,Very High,24.0,6534.02,0,0,33.701636,72.948532,07-13-2019,AG-04,Ayesha Farooq
PROP-1291,Lower Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,40000,High,8.0,2178.01,3,3,33.698137,72.978215,06-20-2019,AG-05,Usman Tariq
PROP-1292,Lower Portion,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,58000,High,10.0,2722.51,3,3,33.683532,72.99041,02-04-2019,AG-05,Usman Tariq
PROP-1293,House,For Sale,Islamabad,"H-13, Islamabad, Islamabad Capital",H-13,14000000,Medium,7.0,1905.76,3,3,33.637489,72.972193,07-11-2019,AG-06,Hina Shaikh
PROP-1294,Flat,For Rent,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,25000,Low,10.4,2831.41,3,3,33.636846000000006,72.92276899999999,06-29-2019,AG-05,Usman Tariq
PROP-1295,Lower Portion,For Rent,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,23000,Low,4.0,1089.0,0,0,33.645957,72.96247199999999,03-06-2019,AG-05,Usman Tariq
PROP-1296,House,For Rent,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,350000,Very High,48.0,13068.05,6,6,33.730907,73.074431,07-10-2019,AG-06,Hina Shaikh
PROP-1297,Upper Portion,For Rent,Islamabad,"I-8, Islamabad, Islamabad Capital",I-8,70000,Very High,12.0,3267.01,3,3,33.662782,73.077793,06-27-2019,AG-06,Hina Shaikh
PROP-1298,Upper Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,38000,Medium,6.7,1824.08,2,2,33.698137,72.978215,06-04-2019,AG-06,Hina Shaikh
PROP-1299,House,For Sale,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,23000000,High,8.0,2178.01,0,0,33.650065000000005,72.96368100000001,03-06-2019,AG-05,Usman Tariq
PROP-1300,Lower Portion,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,107000,Very High,26.0,7078.53,3,3,33.691531,73.005431,06-29-2019,AG-05,Usman Tariq
PROP-1301,Flat,For Sale,Islamabad,"B-17, Islamabad, Islamabad Capital",B-17,1455000,Low,4.3,1170.68,2,2,33.680640000000004,72.822189,07-17-2019,AG-05,Usman Tariq
PROP-1302,House,For Rent,Islamabad,"F-7, Islamabad, Islamabad Capital",F-7,340000,Very High,24.0,6534.02,6,6,33.720413,73.056493,07-02-2019,AG-06,Hina Shaikh
PROP-1303,Upper Portion,For Rent,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",Pakistan Town,29000,Medium,10.0,2722.51,3,3,33.575405,73.143325,07-03-2019,AG-04,Ayesha Farooq
PROP-1304,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,11000000,Medium,5.0,1361.25,3,3,33.692638,73.218813,06-26-2019,AG-06,Hina Shaikh
PROP-1305,House,For Sale,Islamabad,"Margalla Town, Islamabad, Islamabad Capital",Margalla Town,22000000,High,8.0,2178.01,5,4,33.672515000000004,73.106276,03-06-2019,AG-06,Hina Shaikh
PROP-1306,Lower Portion,For Rent,Islamabad,"G-14, Islamabad, Islamabad Capital",G-14,23000,Low,5.0,1361.25,3,2,33.641955,72.952859,01-05-2019,AG-04,Ayesha Farooq
PROP-1307,Lower Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,115000,Very High,16.0,4356.02,4,5,33.698137,72.978215,07-02-2019,AG-05,Usman Tariq
PROP-1308,Flat,For Sale,Islamabad,"B-17, Islamabad, Islamabad Capital",B-17,4200000,Low,3.0,816.75,2,0,33.679485,72.825775,07-04-2019,AG-06,Hina Shaikh
PROP-1309,House,For Rent,Islamabad,"Naval Anchorage, Islamabad, Islamabad Capital",Naval Anchorage,85000,High,20.0,5445.02,4,6,33.571007,73.203743,06-27-2019,AG-04,Ayesha Farooq
PROP-1310,House,For Sale,Islamabad,"I-8, Islamabad, Islamabad Capital",I-8,62500000,Very High,14.2,3865.96,0,0,33.667640000000006,73.06594799999999,07-02-2019,AG-05,Usman Tariq
PROP-1311,House,For Sale,Islamabad,"CBR Town, Islamabad, Islamabad Capital",CBR Town,24000000,High,14.0,3811.51,6,7,33.559383392334,73.141265869141,06-13-2019,AG-04,Ayesha Farooq
PROP-1312,Flat,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,18200000,Very High,10.0,2722.51,3,3,33.538087,73.164536,02-04-2019,AG-04,Ayesha Farooq
PROP-1313,Lower Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,35000,Medium,5.0,1361.25,2,2,33.698137,72.978215,07-17-2019,AG-06,Hina Shaikh
PROP-1314,Upper Portion,For Rent,Islamabad,"Naval Anchorage, Islamabad, Islamabad Capital",Naval Anchorage,35000,Medium,12.0,3267.01,3,3,33.571007,73.203743,07-04-2019,AG-04,Ayesha Farooq
PROP-1315,House,For Sale,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,65000000,Very High,17.8,4846.07,5,5,33.679210999999995,72.988787,05-04-2019,AG-05,Usman Tariq
PROP-1316,House,For Sale,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,76800000,Very High,26.0,7078.53,10,10,33.683532,72.99041,05-05-2019,AG-06,Hina Shaikh
PROP-1317,House,For Sale,Islamabad,"G-8, Islamabad, Islamabad Capital",G-8,20000000,High,5.0,1361.25,3,3,33.698065,73.044612,07-17-2019,AG-06,Hina Shaikh
PROP-1318,Flat,For Rent,Islamabad,"G-9, Islamabad, Islamabad Capital",G-9,45000,High,1.6,435.6,0,0,33.68771,73.034227,07-22-2019,AG-05,Usman Tariq
PROP-1319,Lower Portion,For Rent,Islamabad,"I-10, Islamabad, Islamabad Capital",I-10,22000,Low,4.4,1197.9,0,0,33.642563,73.03599399999999,06-04-2019,AG-05,Usman Tariq
PROP-1320,Upper Portion,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,50000,High,22.0,5989.52,2,2,33.691781,73.000288,06-20-2019,AG-04,Ayesha Farooq
PROP-1321,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,23500000,High,10.0,2722.51,5,6,33.679226,73.20823399999999,07-11-2019,AG-05,Usman Tariq
PROP-1322,House,For Sale,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,80000000,Very High,22.0,5989.52,4,4,33.724018,73.074524,06-13-2019,AG-05,Usman Tariq
PROP-1323,House,For Sale,Islamabad,"Korang Town, Islamabad, Islamabad Capital",Korang Town,24000000,High,12.0,3267.01,7,7,33.579034,73.13959100000001,06-26-2019,AG-04,Ayesha Farooq
PROP-1324,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,28500000,High,10.0,2722.51,0,0,33.695972999999995,73.215615,11-06-2018,AG-06,Hina Shaikh
PROP-1325,House,For Sale,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,90000000,Very High,20.0,5445.02,5,5,33.691781,73.000288,06-19-2019,AG-06,Hina Shaikh
PROP-1326,Upper Portion,For Rent,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,25000,Low,7.0,1905.76,3,3,33.61855,73.135471,07-16-2019,AG-04,Ayesha Farooq
PROP-1327,House,For Sale,Islamabad,"I-8, Islamabad, Islamabad Capital",I-8,46000000,Very High,14.2,3865.96,3,3,33.668496999999995,73.07415999999999,06-20-2019,AG-06,Hina Shaikh
PROP-1328,House,For Rent,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,400000,Very High,40.0,10890.04,4,4,33.731334999999994,73.068473,07-16-2019,AG-04,Ayesha Farooq
PROP-1329,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,15500000,Medium,10.0,2722.51,5,6,33.550837268049,73.10628890991201,06-29-2019,AG-05,Usman Tariq
PROP-1330,Upper Portion,For Rent,Islamabad,"F-7, Islamabad, Islamabad Capital",F-7,160000,Very High,20.0,5445.02,3,3,33.720413,73.056493,02-04-2019,AG-06,Hina Shaikh
PROP-1331,House,For Rent,Islamabad,"National Police Foundation O-9, Islamabad, Islamabad Capital",National Police Foundation O-9,38000,Low,5.0,1361.25,3,0,33.570792,73.13251,07-24-2019,AG-05,Usman Tariq
PROP-1332,Flat,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,34000,Medium,3.3,898.43,1,1,33.683532,72.99041,06-20-2019,AG-05,Usman Tariq
PROP-1333,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,25000000,High,10.0,2722.51,4,5,33.692638,73.218813,04-05-2019,AG-04,Ayesha Farooq
PROP-1334,House,For Rent,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",Bani Gala,42000,Medium,10.0,2722.51,4,4,33.713488,73.16268000000001,04-05-2019,AG-05,Usman Tariq
PROP-1335,Flat,For Rent,Islamabad,"F-8, Islamabad, Islamabad Capital",F-8,200000,Very High,10.0,2722.51,3,4,33.707982,73.050476,07-17-2019,AG-05,Usman Tariq
PROP-1336,House,For Rent,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,75000,Medium,20.0,5445.02,5,5,33.527944,73.161392,04-05-2019,AG-06,Hina Shaikh
PROP-1337,House,For Sale,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,85000000,Very High,16.0,4356.02,7,7,33.730907,73.074431,07-02-2019,AG-05,Usman Tariq
PROP-1338,Upper Portion,For Rent,Islamabad,"I-8, Islamabad, Islamabad Capital",I-8,55000,High,22.0,5989.52,3,3,33.668496999999995,73.07415999999999,04-05-2019,AG-04,Ayesha Farooq
PROP-1339,House,For Sale,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,70000000,Very High,20.0,5445.02,0,0,33.686996,73.003721,05-04-2019,AG-06,Hina Shaikh
PROP-1340,Flat,For Sale,Islamabad,"B-17, Islamabad, Islamabad Capital",B-17,3500000,Low,3.0,816.75,2,2,33.680640000000004,72.822189,02-04-2019,AG-05,Usman Tariq
PROP-1341,House,For Sale,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,57500000,Very High,14.0,3811.51,6,6,33.671640000000004,72.99165500000001,07-01-2019,AG-04,Ayesha Farooq
PROP-1342,Upper Portion,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,72000,Very High,22.0,5989.52,3,3,33.691781,73.000288,07-09-2019,AG-04,Ayesha Farooq
PROP-1343,House,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,220000,Very High,20.0,5445.02,5,6,33.683532714844,72.990409851074,12-06-2018,AG-05,Usman Tariq
PROP-1344,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,40000000,Very High,20.0,5445.02,6,6,33.689546,73.219049,07-03-2019,AG-04,Ayesha Farooq
PROP-1345,Flat,For Rent,Islamabad,"PWD Housing Scheme, Islamabad, Islamabad Capital",PWD Housing Scheme,18000,Low,3.0,816.75,3,3,33.570792,73.145256,12-06-2018,AG-06,Hina Shaikh
PROP-1346,House,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,185000,Very High,20.0,5445.02,5,5,33.691531,73.005431,04-05-2019,AG-05,Usman Tariq
PROP-1347,House,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,20000000,High,11.0,2994.76,0,0,33.508481,73.091826,06-03-2019,AG-04,Ayesha Farooq
PROP-1348,Upper Portion,For Rent,Islamabad,"G-10, Islamabad, Islamabad Capital",G-10,60000,High,14.2,3865.96,3,2,33.676103999999995,73.01384200000001,06-29-2019,AG-04,Ayesha Farooq
PROP-1349,House,For Rent,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,23000,Low,5.0,1361.25,0,0,33.527944,73.161392,06-27-2019,AG-04,Ayesha Farooq
PROP-1350,Flat,For Rent,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,35000,Medium,4.0,1089.0,2,2,33.667854,73.003843,06-30-2019,AG-05,Usman Tariq
PROP-1351,House,For Rent,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,80000,High,20.0,5445.02,5,0,33.698471999999995,73.223812,01-05-2019,AG-05,Usman Tariq
PROP-1352,House,For Rent,Islamabad,"Shehzad Town, Islamabad, Islamabad Capital",Shehzad Town,32000,Low,8.0,2178.01,2,2,33.671872,73.14027800000001,04-05-2019,AG-04,Ayesha Farooq
PROP-1353,House,For Sale,Islamabad,"G-9, Islamabad, Islamabad Capital",G-9,25000000,High,5.6,1524.61,4,6,33.686496000000005,73.039076,06-30-2019,AG-06,Hina Shaikh
PROP-1354,Flat,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,3700000,Low,2.4,653.4,1,0,33.692638,73.218813,05-05-2019,AG-04,Ayesha Farooq
PROP-1355,Lower Portion,For Rent,Islamabad,"G-11, Islamabad, Islamabad Capital",G-11,35000,Medium,5.6,1524.61,2,2,33.675604,73.000367,04-05-2019,AG-05,Usman Tariq
PROP-1356,Flat,For Rent,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,55000,High,9.4,2559.16,1,2,33.679210999999995,72.988787,07-02-2019,AG-04,Ayesha Farooq
PROP-1357,Upper Portion,For Rent,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,80000,Very High,20.0,5445.02,0,0,33.691531,73.005431,07-22-2019,AG-04,Ayesha Farooq
PROP-1358,Lower Portion,For Rent,Islamabad,"D-12, Islamabad, Islamabad Capital",D-12,95000,Very High,20.0,5445.02,0,0,33.701636,72.948532,06-13-2019,AG-05,Usman Tariq
PROP-1359,Flat,For Sale,Islamabad,"F-10, Islamabad, Islamabad Capital",F-10,35000000,Very High,7.8,2123.56,3,3,33.691065,73.016382,07-17-2019,AG-05,Usman Tariq
PROP-1360,Upper Portion,For Rent,Islamabad,"F-8, Islamabad, Islamabad Capital",F-8,140000,Very High,26.0,7078.53,3,3,33.716665,73.042209,04-05-2019,AG-05,Usman Tariq
PROP-1361,Flat,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,40000,High,5.3,1442.93,2,2,33.698244,72.984238,06-28-2019,AG-04,Ayesha Farooq
PROP-1362,Flat,For Rent,Islamabad,"D-17, Islamabad, Islamabad Capital",D-17,10000,Low,2.2,598.95,0,0,33.659746000000005,72.860341,07-12-2019,AG-05,Usman Tariq
PROP-1363,House,For Sale,Islamabad,"Simly Dam Road, Islamabad, Islamabad Capital",Simly Dam Road,3400000,Low,5.0,1361.25,2,3,33.714845000000004,73.23871199999999,04-04-2019,AG-05,Usman Tariq
PROP-1364,Flat,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,50000,High,3.3,898.43,0,0,33.698137,72.978215,07-11-2019,AG-06,Hina Shaikh
PROP-1365,House,For Rent,Islamabad,"F-15, Islamabad, Islamabad Capital",F-15,80000,High,14.0,3811.51,6,6,33.646493,72.919521,05-05-2019,AG-06,Hina Shaikh
PROP-1366,House,For Rent,Islamabad,"E-7, Islamabad, Islamabad Capital",E-7,600000,Very High,20.0,5445.02,8,8,33.727409,73.04758100000001,07-02-2019,AG-05,Usman Tariq
PROP-1367,House,For Sale,Islamabad,"G-7, Islamabad, Islamabad Capital",G-7,57500000,Very High,22.0,5989.52,0,0,33.705313000000004,73.067193,05-05-2019,AG-06,Hina Shaikh
PROP-1368,House,For Rent,Islamabad,"F-7, Islamabad, Islamabad Capital",F-7,815000,Very High,40.0,10890.04,7,7,33.716273,73.056235,07-12-2019,AG-05,Usman Tariq
PROP-1369,House,For Sale,Islamabad,"I-10, Islamabad, Islamabad Capital",I-10,17500000,High,6.7,1824.08,5,0,33.646421000000004,73.045263,01-05-2019,AG-06,Hina Shaikh
PROP-1370,Flat,For Sale,Islamabad,"D-17, Islamabad, Islamabad Capital",D-17,4200000,Low,4.7,1279.58,3,0,33.659746000000005,72.860341,07-04-2019,AG-06,Hina Shaikh
PROP-1371,House,For Rent,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,110000,High,11.0,2994.76,3,4,33.508481,73.091826,08-08-2018,AG-05,Usman Tariq
PROP-1372,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,19900000,High,8.0,2178.01,4,5,33.692638,73.218813,07-22-2019,AG-05,Usman Tariq
PROP-1373,Lower Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,33000,Medium,6.0,1633.51,3,3,33.698244,72.984238,08-08-2018,AG-04,Ayesha Farooq
PROP-1374,House,For Sale,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",Zaraj Housing Scheme,23500000,High,12.4,3375.91,0,0,33.513454,73.151522,05-05-2019,AG-04,Ayesha Farooq
PROP-1375,Flat,For Sale,Islamabad,"Gulberg, Islamabad, Islamabad Capital",Gulberg,7600000,High,4.0,1089.0,1,0,33.60983,73.17013299999999,06-03-2019,AG-05,Usman Tariq
PROP-1376,House,For Sale,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,102500000,Very High,17.8,4846.07,8,8,33.730907,73.074431,06-03-2019,AG-06,Hina Shaikh
PROP-1377,Lower Portion,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,90000,Very High,20.0,5445.02,3,3,33.704599,72.978702,06-04-2019,AG-04,Ayesha Farooq
PROP-1378,Flat,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,22000,Low,2.2,598.95,1,1,33.699958,72.970119,07-12-2019,AG-06,Hina Shaikh
PROP-1379,Flat,For Rent,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,24000,Low,4.9,1334.03,2,4,33.5244025,73.1469834,07-01-2019,AG-06,Hina Shaikh
PROP-1380,House,For Sale,Islamabad,"Faisal Town - F-18, Islamabad, Islamabad Capital",Faisal Town - F-18,15000000,Medium,7.0,1905.76,4,4,33.616692,72.85899599999999,06-19-2019,AG-05,Usman Tariq
PROP-1381,House,For Sale,Islamabad,"F-7, Islamabad, Islamabad Capital",F-7,86500000,Very High,20.0,5445.02,0,0,33.720413,73.056493,06-19-2019,AG-06,Hina Shaikh
PROP-1382,Flat,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,5850000,Medium,4.0,1089.0,2,0,33.692638,73.218813,11-06-2018,AG-05,Usman Tariq
PROP-1383,Flat,For Rent,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,22000,Low,3.1,843.98,2,2,33.516701,73.107553,05-05-2019,AG-05,Usman Tariq
PROP-1384,House,For Sale,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,16000000,Medium,7.0,1905.76,0,0,33.619335,73.12531,07-04-2019,AG-06,Hina Shaikh
PROP-1385,House,For Sale,Islamabad,"G-10, Islamabad, Islamabad Capital",G-10,25000000,High,8.0,2178.01,4,0,33.676103999999995,73.01384200000001,07-15-2019,AG-06,Hina Shaikh
PROP-1386,Flat,For Rent,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",Diplomatic Enclave,50000,High,3.6,980.1,1,1,33.728873,73.119628,03-06-2019,AG-04,Ayesha Farooq
PROP-1387,House,For Rent,Islamabad,"Ghauri Town, Islamabad, Islamabad Capital",Ghauri Town,13000,Low,3.0,816.75,2,2,33.619337,73.125315,04-05-2019,AG-06,Hina Shaikh
PROP-1388,Upper Portion,For Rent,Islamabad,"Korang Road, Islamabad, Islamabad Capital",Korang Road,28000,Medium,12.0,3267.01,3,0,33.647328,73.037486,04-05-2019,AG-04,Ayesha Farooq
PROP-1389,House,For Sale,Islamabad,"FECHS, Islamabad, Islamabad Capital",FECHS,6300000,Low,7.0,1905.76,3,3,33.572044,73.17508000000001,01-05-2019,AG-05,Usman Tariq
PROP-1390,House,For Sale,Islamabad,"National Police Foundation O-9, Islamabad, Islamabad Capital",National Police Foundation O-9,17000000,High,10.0,2722.51,5,5,33.570792,73.13251,05-25-2019,AG-05,Usman Tariq
PROP-1391,House,For Sale,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",Soan Garden,14000000,Medium,6.7,1824.08,4,6,33.564427,73.157101,05-05-2019,AG-04,Ayesha Farooq
PROP-1392,House,For Sale,Islamabad,"CBR Town, Islamabad, Islamabad Capital",CBR Town,15000000,Medium,8.0,2178.01,4,4,33.55951,73.142402,05-04-2019,AG-04,Ayesha Farooq
PROP-1393,House,For Sale,Islamabad,"National Police Foundation O-9, Islamabad, Islamabad Capital",National Police Foundation O-9,16000000,Medium,10.0,2722.51,5,6,33.570792,73.13251,04-05-2019,AG-05,Usman Tariq
PROP-1394,Flat,For Rent,Islamabad,"I-8, Islamabad, Islamabad Capital",I-8,70000,Very High,4.9,1334.03,2,2,33.667211,73.075476,06-27-2019,AG-04,Ayesha Farooq
PROP-1395,Upper Portion,For Rent,Islamabad,"7th Avenue, Islamabad, Islamabad Capital",7th Avenue,65000,Very High,10.0,2722.51,3,2,33.718646,73.070927,07-04-2019,AG-04,Ayesha Farooq
PROP-1396,Flat,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,70000,Very High,8.0,2178.01,3,3,33.698137,72.978215,06-27-2019,AG-04,Ayesha Farooq
PROP-1397,House,For Rent,Islamabad,"G-6, Islamabad, Islamabad Capital",G-6,1300000,Very High,48.0,13068.05,11,10,33.713238,73.084788,07-02-2019,AG-06,Hina Shaikh
PROP-1398,House,For Sale,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,15500000,Medium,4.0,1089.0,3,3,33.645957,72.96247199999999,11-06-2018,AG-04,Ayesha Farooq
PROP-1399,Flat,For Sale,Islamabad,"G-15, Islamabad, Islamabad Capital",G-15,2500000,Low,3.0,816.75,2,2,33.631701,72.92139499999999,08-08-2018,AG-05,Usman Tariq
PROP-1400,House,For Rent,Islamabad,"G-13, Islamabad, Islamabad Capital",G-13,55000,Medium,4.4,1197.9,4,5,33.645957,72.96247199999999,06-27-2019,AG-04,Ayesha Farooq
PROP-1401,House,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,43000000,Very High,20.0,5445.02,0,0,33.536815999999995,73.166542,02-04-2019,AG-06,Hina Shaikh
PROP-1402,House,For Sale,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",Bani Gala,8300000,Low,5.0,1361.25,0,0,33.713488,73.16268000000001,07-16-2019,AG-06,Hina Shaikh
PROP-1403,House,For Sale,Islamabad,"Kuri Road, Islamabad, Islamabad Capital",Kuri Road,12000000,Medium,5.0,1361.25,4,4,33.678171,73.162161,05-04-2019,AG-06,Hina Shaikh
PROP-1404,Flat,For Sale,Islamabad,"F-11, Islamabad, Islamabad Capital",F-11,28500000,Very High,10.1,2749.74,3,4,33.683532,72.99041,05-04-2019,AG-06,Hina Shaikh
PROP-1405,Upper Portion,For Rent,Islamabad,"I-10, Islamabad, Islamabad Capital",I-10,23000,Low,4.0,1089.0,2,1,33.642563,73.03599399999999,07-18-2019,AG-05,Usman Tariq
PROP-1406,House,For Sale,Islamabad,"Bhara kahu, Islamabad, Islamabad Capital",Bhara kahu,51500000,Very High,28.0,7623.03,12,10,33.737402,73.179159,09-07-2018,AG-04,Ayesha Farooq
PROP-1407,House,For Sale,Islamabad,"I-10, Islamabad, Islamabad Capital",I-10,17500000,High,6.0,1633.51,5,4,33.648922,73.038969,11-06-2018,AG-06,Hina Shaikh
PROP-1408,House,For Rent,Islamabad,"E-11, Islamabad, Islamabad Capital",E-11,140000,High,10.0,2722.51,0,0,33.698137,72.978215,07-10-2019,AG-04,Ayesha Farooq
PROP-1409,House,For Sale,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",Pakistan Town,11500000,Medium,5.0,1361.25,5,5,33.575405,73.143325,06-19-2019,AG-04,Ayesha Farooq
PROP-1410,Flat,For Sale,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",DHA Defence,4720000,Medium,4.2,1143.45,2,2,33.527944,73.161392,07-13-2019,AG-05,Usman Tariq
PROP-1411,House,For Rent,Islamabad,"Bani Gala, Islamabad, Islamabad Capital",Bani Gala,44000,Medium,10.0,2722.51,0,0,33.713488,73.16268000000001,01-05-2019,AG-05,Usman Tariq
PROP-1412,House,For Rent,Islamabad,"F-7, Islamabad, Islamabad Capital",F-7,350000,Very High,20.0,5445.02,4,5,33.72334,73.051171,07-21-2019,AG-04,Ayesha Farooq
PROP-1413,Lower Portion,For Rent,Islamabad,"F-6, Islamabad, Islamabad Capital",F-6,150000,Very High,20.0,5445.02,0,0,33.730907,73.074431,03-06-2019,AG-06,Hina Shaikh
PROP-1414,House,For Sale,Islamabad,"Bhara kahu, Islamabad, Islamabad Capital",Bhara kahu,12000000,Medium,8.0,2178.01,4,4,33.737402,73.179159,02-04-2019,AG-04,Ayesha Farooq
PROP-1415,House,For Sale,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",Bahria Town,24000000,High,10.0,2722.51,4,5,33.521732,73.12952299999999,12-06-2018,AG-05,Usman Tariq
PROP-1416,House,For Rent,Islamabad,"Khayaban-e-Iqbal, Islamabad, Islamabad Capital",Khayaban-e-Iqbal,700000,Very High,68.0,18513.07,6,7,33.699261,73.00048100000001,06-17-2019,AG-06,Hina Shaikh
PROP-1417,House,For Sale,Islamabad,"National Police Foundation O-9, Islamabad, Islamabad Capital",National Police Foundation O-9,7500000,Low,5.0,1361.25,3,0,33.570792,73.13251,07-09-2019,AG-06,Hina Shaikh
